unique_id,date,tag,sub_type,type,rating,cost,predicted_ctr
135246861500624,2022-07-23,Interstitial,Games,non-Native,PG-17,122,15.21
135246861500672,2022-07-01,Banner,Games,non-Native,PG-13,108,17.56
135246861500720,2022-12-23,Banner,Games,non-Native,,109,22.96
135246861500768,2022-10-17,Banner,Games,non-Native,PG-17,185,23.48
135246861500816,2022-04-11,Banner,Games,non-Native,PG-13,104,18.94
135246861500864,2022-07-27,InApp,Games,Native,PG-13,,
135246861500912,2022-10-25,Banner,Games,non-Native,PG-13,162,18.51
135246861500960,2022-08-06,InApp,Games,Native,PG-17,168,22.47
135246861501008,2022-08-11,Banner,Games,non-Native,PG-13,229,21.77
135246861501056,2022-11-15,InApp,Productivity,Native,PG-13,113,17.95
135246861501104,2022-08-29,Banner,Games,non-Native,PG-13,180,22.16
135246861501152,2022-12-09,Banner,Games,non-Native,PG-17,113,14.67
135246861501200,2022-11-18,Banner,Productivity,non-Native,PG-13,129,17.78
135246861501248,2022-10-17,InApp,Games,Native,PG-13,,
135246861501296,2022-11-01,InApp,Productivity,Native,,205,16.33
135246861501344,2022-12-28,InApp,Productivity,Native,PG-17,141,14.73
135246861501392,,Banner,Games,non-Native,PG-13,107,16.41
135246861501440,2022-03-09,Interstitial,Productivity,non-Native,PG-17,141,13.13
135246861501488,2022-12-03,InApp,Games,Native,PG-17,123,20.75
135246861501536,2022-09-04,Interstitial,Games,non-Native,PG-13,143,16.14
135246861501584,2022-07-11,Banner,Games,non-Native,PG-13,187,16.62
135246861501632,2022-10-16,InApp,Health,Native,PG-13,176,14.69
135246861501680,2022-08-03,InApp,Games,Native,PG-17,195,20.1
135246861501728,2022-12-20,InApp,Productivity,Native,PG-13,115,11.28
135246861501776,2022-12-01,InApp,Productivity,Native,PG-17,140,17.27
135246861501824,2022-11-24,InApp,Productivity,Native,PG-13,130,17.73
135246861501872,,Banner,Games,non-Native,PG-17,183,22.9
135246861501920,2022-04-26,Banner,Productivity,non-Native,PG-17,102,18.14
135246861501968,2022-10-19,Banner,Games,non-Native,PG-17,170,16.3
135246861502016,2022-10-25,InApp,Games,Native,PG-13,129,15.57
135246861502064,2022-08-08,Banner,Games,non-Native,PG-17,122,15.81
135246861502112,2022-12-13,Banner,Games,non-Native,PG-13,179,16.19
135246861502160,2022-12-22,InApp,Games,Native,PG-13,167,22.49
135246861502208,2022-06-04,Banner,Productivity,non-Native,PG-13,214,18.17
135246861502256,2022-03-28,InApp,Productivity,Native,PG-13,152,11.6
135246861502304,2022-07-15,Banner,Productivity,non-Native,PG-17,150,15.11
135246861502352,2022-10-16,Banner,Games,non-Native,PG-13,193,16.8
135246861502400,2022-03-30,InApp,Games,Native,PG-17,,
135246861502448,2022-07-27,InApp,Games,Native,PG-13,140,17.45
135246861502496,2022-10-31,InApp,Games,Native,PG-13,137,17.33
135246861502544,2022-08-28,InApp,Games,Native,PG-13,127,14.23
135246861502592,2022-12-02,InApp,Games,Native,PG-17,103,17.88
135246861502640,2022-08-16,InApp,Games,Native,PG-13,103,16.06
135246861502688,2022-11-07,InApp,Games,Native,PG-17,103,15.4
135246861502736,2022-08-05,InApp,Games,Native,PG-17,182,17.43
135246861502784,2022-12-22,Banner,Games,non-Native,PG-13,128,19.41
135246861502832,2022-08-10,Banner,Games,non-Native,PG-13,127,14.12
135246861502880,2022-11-28,Banner,Games,non-Native,PG-13,175,14.47
135246861502928,2022-08-11,Banner,Games,non-Native,PG-13,141,17.02
135246861502976,2022-10-21,Banner,Games,non-Native,PG-13,113,13.29
135246861503024,2022-11-02,Banner,Games,non-Native,,193,21.21
135246861503072,,InApp,Productivity,Native,PG-13,213,13.38
135246861503168,2022-10-17,InApp,Productivity,Native,PG-17,103,14.79
135246861503264,2022-06-27,Banner,Games,non-Native,PG-17,240,16.37
135246861503312,2022-08-25,InApp,Games,Native,PG-17,180,9.43
135246861503360,2022-10-20,InApp,Games,Native,PG-13,,
135246861503408,2022-11-30,Interstitial,Games,non-Native,PG-13,,
135246861503456,2022-12-29,InApp,Games,Native,R,122,17.94
135246861503504,2022-06-01,Banner,Productivity,non-Native,PG-17,161,18.02
135246861503552,2022-10-03,Banner,Games,non-Native,PG-17,164,19.98
135246861503600,2022-12-26,Banner,Games,non-Native,PG-17,102,20.27
135246861503648,2022-12-13,InApp,Games,Native,PG-13,151,12.17
135246861503696,2022-01-01,InApp,Games,Native,PG-13,161,23.87
135246861503744,2022-11-02,InApp,Games,Native,PG-13,145,16.05
135246861503792,2022-09-06,InApp,Games,Native,PG-17,150,10.42
135246861503840,2022-12-14,InApp,Games,Native,PG-17,185,13.04
135246861503888,2022-11-07,InApp,Games,Native,PG-17,116,14.84
135246861503936,2022-10-18,Interstitial,Games,non-Native,PG-17,108,21.94
135246861503984,2022-05-30,Banner,Games,non-Native,,,
135246861504032,2022-12-06,Banner,Games,non-Native,PG-13,146,14.71
135246861504080,2022-11-10,Banner,Games,non-Native,PG-13,,
135246861504128,2022-08-13,InApp,Games,Native,PG-13,119,16.82
135246861504176,2022-10-19,Banner,Games,non-Native,PG-13,122,22.64
135246861504224,2022-10-17,InApp,Games,Native,,244,22.55
135246861504272,2022-08-30,InApp,Games,Native,PG-17,109,22.9
135246861504320,2022-05-31,InApp,Games,Native,PG-13,120,23.23
135246861504368,2022-11-27,Banner,Games,non-Native,PG-17,181,18.84
135246861504416,2022-08-09,InApp,Productivity,Native,PG-13,124,17.03
135246861504464,2022-11-06,InApp,Games,Native,PG-17,118,15.85
135246861504512,2022-11-28,Banner,Productivity,non-Native,PG-13,,
135246861504560,2022-08-19,Banner,Games,non-Native,PG-17,182,15.93
135246861504608,2022-11-08,InApp,Games,Native,PG-17,115,17.07
135246861504656,2022-11-30,InApp,Productivity,Native,PG-17,132,13.89
135246861504704,2022-11-01,InApp,Games,Native,PG-17,213,9.9
135246861504752,2022-12-15,Banner,Games,non-Native,PG-13,169,13.56
135246861504800,2022-11-09,InApp,Games,Native,PG-13,184,16.04
135246861504848,2022-12-26,Interstitial,Games,non-Native,PG-13,254,16.34
135246861504896,2022-08-04,InApp,Games,Native,PG-17,120,20.24
135246861504944,2022-04-29,InApp,Games,Native,PG-13,148,11.67
135246861504992,2022-07-13,InApp,Games,Native,PG-17,125,14.83
135246861505040,2022-12-11,InApp,Games,Native,PG-13,104,23.21
135246861505088,2022-10-26,InApp,Games,Native,PG-17,224,18.22
135246861505136,2022-10-12,InApp,Games,Native,PG-13,142,11.76
135246861505184,2022-05-26,Banner,Games,non-Native,PG-17,145,19.19
135246861505232,2023-01-01,Banner,Games,non-Native,PG-13,118,12.25
135246861505280,2022-12-24,InApp,Productivity,Native,PG-17,112,18.79
135246861505328,2022-10-03,Banner,Games,non-Native,PG-13,130,24.48
135246861505376,2022-12-19,InApp,Games,Native,PG-13,127,24.3
135246861505424,2022-12-20,Banner,Games,non-Native,PG-13,,
135246861505472,2022-12-03,InApp,Games,Native,PG-13,104,15.03
135246861505520,2022-11-20,Banner,Games,non-Native,PG-13,,
135246861505568,2022-10-31,InApp,Games,Native,PG-13,118,17.12
135246861505616,2022-12-31,Banner,Games,non-Native,PG-17,155,14.78
135246861505664,2022-10-21,Banner,Games,non-Native,PG-13,218,18.59
135246861505712,2022-05-31,Banner,Productivity,non-Native,PG-13,225,13.9
135246861505760,,InApp,Games,Native,PG-13,131,11.96
135246861505808,2022-05-22,Banner,Games,non-Native,PG-13,193,9.69
135246861505856,2022-11-03,Banner,Productivity,non-Native,PG-17,104,21.05
135246861505904,2022-12-04,InApp,Games,Native,PG-13,114,15.94
135246861505952,2022-09-01,InApp,Productivity,Native,PG-17,116,17.88
135246861506000,2022-06-22,InApp,Games,Native,PG-13,113,9.71
135246861506048,2022-07-13,Banner,Productivity,non-Native,PG-13,181,11.97
135246861506096,2022-10-17,Banner,Games,non-Native,PG-17,168,10.66
135246861506144,2022-11-06,InApp,Games,Native,PG-13,105,21.41
135246861506192,2022-12-08,InApp,Games,Native,PG-17,149,15.47
135246861506240,2022-04-21,InApp,Games,Native,PG-13,124,14.27
135246861506288,2022-11-05,InApp,Games,Native,PG-17,133,19.6
135246861506336,2022-12-05,InApp,Games,Native,PG-13,154,20.03
135246861506384,2022-09-26,InApp,Games,Native,PG-13,,
135246861506432,2022-11-06,InApp,Games,Native,PG-13,102,14.04
135246861506480,2022-10-16,Banner,Games,non-Native,PG-13,119,17.3
135246861506528,2022-05-09,Banner,Productivity,non-Native,PG-13,133,15.96
135246861506576,2022-07-06,InApp,Games,Native,PG-13,122,18.6
135246861506624,2022-08-17,Banner,Games,non-Native,PG-17,,
135246861506672,2022-12-31,InApp,Productivity,Native,PG-17,167,10.55
135246861506720,2022-10-24,Banner,Games,non-Native,PG-13,120,13.88
135246861506768,2022-04-10,Banner,Games,non-Native,PG-13,242,17.04
135246861506816,2022-10-07,Banner,Games,non-Native,PG-17,101,16.78
135246861506864,2022-09-20,Banner,Games,non-Native,PG-13,110,15.74
135246861506912,2022-11-30,Banner,Games,non-Native,PG-17,190,18.75
135246861506960,,InApp,Games,Native,PG-13,188,20.28
135246861507008,2022-12-26,InApp,Games,Native,PG-13,165,18.27
135246861507056,2022-10-02,Banner,Games,non-Native,PG-13,205,12.43
135246861507104,2022-11-16,Banner,Games,non-Native,PG-17,,
135246861507152,2022-12-02,InApp,Games,Native,PG-17,,
135246861507200,2022-07-16,InApp,Games,Native,PG-17,212,22.21
135246861507248,2022-10-24,InApp,Productivity,Native,PG-13,165,15.37
135246861507296,2022-10-21,Banner,Games,non-Native,PG-13,168,14.0
135246861507344,2022-12-08,InApp,Games,Native,PG-17,210,19.68
135246861507392,2022-09-04,InApp,Productivity,Native,PG-17,,
135246861507440,2022-11-27,Banner,Games,non-Native,PG-13,101,9.16
135246861507488,2022-08-19,Banner,Games,non-Native,PG-17,118,18.62
135246861507536,2022-10-08,InApp,Games,Native,PG-17,136,11.49
135246861507584,2022-06-22,Banner,Games,non-Native,PG-17,105,10.35
135246861507632,,Banner,Games,non-Native,PG-13,127,24.15
135246861507680,2022-10-22,InApp,Games,Native,PG-13,130,11.54
135246861507728,2022-08-10,Banner,Games,non-Native,PG-13,123,23.78
135246861507776,2022-08-17,InApp,Productivity,Native,PG-17,152,16.63
135246861507824,2022-12-21,Banner,Productivity,non-Native,PG-13,174,20.72
135246861507872,2022-11-10,InApp,Games,Native,PG-17,108,15.79
135246861507920,,Banner,Games,non-Native,PG-13,116,9.26
135246861507968,2022-07-19,InApp,Games,Native,PG-13,118,21.66
135246861508016,2022-09-25,Banner,Productivity,non-Native,PG-17,142,14.9
135246861508064,2022-11-06,InApp,Productivity,Native,PG-13,122,13.36
135246861508112,2022-07-27,InApp,Games,Native,PG-17,107,23.54
135246861508160,2022-12-04,Banner,Games,non-Native,PG-17,115,18.65
135246861508208,,InApp,Games,Native,PG-17,112,24.65
135246861508256,2022-12-01,Banner,Games,non-Native,PG-13,241,15.59
135246861508304,2022-10-17,InApp,Games,Native,PG-13,169,20.69
135246861508352,2022-11-24,InApp,Games,Native,PG-13,195,13.98
135246861508400,2022-12-09,Banner,Games,non-Native,PG-13,,
135246861508448,2022-09-04,Banner,Games,non-Native,PG-17,219,17.45
135246861508496,2022-10-09,Banner,Productivity,non-Native,PG-17,147,17.71
135246861508544,2022-10-28,Banner,Games,non-Native,PG-13,142,22.69
135246861508592,2022-10-09,InApp,Productivity,Native,PG-13,123,19.25
135246861508640,2022-09-14,Banner,Games,non-Native,PG-17,107,13.81
135246861508688,2022-12-18,InApp,Games,Native,PG-13,136,17.44
135246861508736,2022-07-25,InApp,Games,Native,PG-13,104,11.9
135246861508784,2022-07-25,Banner,Games,non-Native,PG-13,221,14.24
135246861508832,2022-10-17,Banner,Productivity,non-Native,PG-13,158,15.7
135246861508880,2022-11-30,InApp,Games,Native,PG-17,157,21.28
135246861508928,2022-11-28,Banner,Games,non-Native,PG-13,135,15.55
135246861508976,2022-06-05,InApp,Games,Native,PG-13,137,12.8
135246861509024,2022-09-07,InApp,Games,Native,PG-13,175,24.21
135246861509072,2022-07-22,Banner,Games,non-Native,PG-17,102,16.34
135246861509120,2022-08-15,InApp,Productivity,Native,PG-13,,
135246861509168,2022-11-25,InApp,Games,Native,PG-13,108,24.91
135246861509216,2022-11-26,Interstitial,Games,non-Native,PG-17,,
135246861509264,2022-04-22,InApp,Productivity,Native,,109,13.45
135246861509312,2022-12-26,Banner,Productivity,non-Native,PG-13,113,15.25
135246861509360,2022-12-06,InApp,Games,Native,PG-17,242,17.87
135246861509408,,InApp,Games,Native,PG-13,139,12.66
135246861509456,2022-11-30,InApp,Productivity,Native,PG-13,151,10.77
135246861509504,2022-09-09,InApp,Games,Native,PG-13,186,10.04
135246861509552,2022-09-08,Interstitial,Games,non-Native,PG-13,237,21.75
135246861509600,2022-12-05,Banner,Games,non-Native,PG-17,177,11.43
135246861509648,2022-12-16,Banner,Games,non-Native,PG-17,204,13.91
135246861509696,2022-07-15,Banner,Games,non-Native,PG-17,,
135246861509744,2022-12-24,InApp,Productivity,Native,PG-13,188,20.47
135246861509792,,Banner,Games,non-Native,PG-17,234,14.58
135246861509840,2022-11-29,InApp,Games,Native,PG-13,109,9.09
135246861509888,2022-08-04,InApp,Games,Native,PG-13,161,21.67
135246861509936,,InApp,Games,Native,PG-13,100,14.25
135246861509984,2022-10-22,Banner,Games,non-Native,PG-13,179,24.16
135246861510032,,Banner,Games,non-Native,PG-13,103,24.31
135246861510080,2022-11-18,Banner,Games,non-Native,PG-17,144,23.42
135246861510128,2022-12-21,Banner,Games,non-Native,PG-17,228,14.79
135246861510176,2022-08-11,Banner,Productivity,non-Native,PG-13,227,17.89
135246861510224,2022-12-14,Banner,Productivity,non-Native,PG-17,,
135246861510272,2022-12-05,InApp,Games,Native,PG-13,113,21.5
135246861510320,2022-06-06,Banner,Games,non-Native,PG-17,164,23.36
135246861510368,2022-12-20,InApp,Games,Native,PG-13,110,14.38
135246861510416,2022-11-03,Banner,Games,non-Native,PG-13,100,20.6
135246861510464,2022-11-23,InApp,Productivity,Native,PG-13,169,19.92
135246861510512,2022-12-28,InApp,Games,Native,PG-13,186,13.57
135246861510560,2022-11-19,InApp,Games,Native,PG-13,160,16.87
135246861510608,2022-10-22,InApp,Health,Native,PG-13,131,18.74
135246861510656,2022-06-24,InApp,Games,Native,PG-13,112,16.87
135246861510704,2022-08-02,InApp,Games,Native,PG-13,126,20.06
135246861510752,2022-09-17,Banner,Games,non-Native,PG-13,176,19.93
135246861510800,2022-11-09,InApp,Productivity,Native,PG-13,205,13.85
135246861510848,2022-11-15,InApp,Productivity,Native,R,201,17.36
135246861510896,2022-08-08,Banner,Games,non-Native,PG-13,,
135246861510944,2022-10-24,Banner,Games,non-Native,,121,22.71
135246861510992,2022-11-23,Interstitial,Games,non-Native,PG-13,187,24.11
135246861511040,2022-10-04,InApp,Games,Native,PG-17,123,16.22
135246861511088,2022-12-25,InApp,Games,Native,PG-17,173,19.01
135246861511136,2022-11-25,InApp,Games,Native,PG-13,105,16.03
135246861511184,2022-09-18,Banner,Games,non-Native,PG-13,193,13.05
135246861511232,2022-10-14,InApp,Games,Native,PG-13,,
135246861511280,2022-11-04,InApp,Games,Native,PG-17,176,18.39
135246861511328,2022-12-31,Banner,Games,non-Native,PG-13,,
135246861511376,2022-06-28,InApp,Games,Native,PG-17,121,24.1
135246861511424,2022-05-07,InApp,Productivity,Native,PG-13,156,14.1
135246861511472,2022-12-20,InApp,Productivity,Native,PG-13,140,18.09
135246861511520,2022-10-17,InApp,Games,Native,PG-13,140,15.78
135246861511568,2022-04-29,InApp,Games,Native,PG-17,267,21.26
135246861511616,2022-10-28,InApp,Games,Native,PG-17,112,18.4
135246861511664,2022-04-13,Banner,Games,non-Native,PG-17,128,15.7
135246861511712,2022-09-27,InApp,Games,Native,PG-13,230,17.73
135246861511760,2022-11-09,Banner,Games,non-Native,PG-13,,
135246861511808,2022-11-23,InApp,Games,Native,PG-17,139,10.19
135246861511856,2022-11-30,InApp,Games,Native,PG-17,132,21.58
135246861511904,,InApp,Games,Native,PG-13,179,21.61
135246861511952,2022-08-28,InApp,Games,Native,PG-17,157,24.06
135246861512000,2022-07-13,Banner,Games,non-Native,PG-13,150,21.0
135246861512048,2022-07-30,Banner,Games,non-Native,PG-17,104,13.9
135246861512096,2022-12-21,InApp,Productivity,Native,PG-17,154,14.01
135246861512144,2022-11-20,InApp,Games,Native,PG-13,106,12.71
135246861512192,2022-12-03,InApp,Games,Native,PG-17,158,11.94
135246861512240,2022-12-17,Banner,Productivity,non-Native,PG-13,207,23.47
135246861512288,2022-09-03,Banner,Games,non-Native,PG-13,172,19.95
135246861512336,2022-11-25,Banner,Games,non-Native,PG-13,154,18.05
135246861512384,2022-12-12,Banner,Games,non-Native,PG-13,108,17.48
135246861512432,2022-12-30,Banner,Games,non-Native,PG-13,182,17.68
135246861512480,2022-12-28,Interstitial,Games,non-Native,PG-13,213,13.77
135246861512528,2022-11-18,Banner,Productivity,non-Native,PG-13,177,17.84
135246861512576,2022-12-12,InApp,Productivity,Native,PG-13,155,15.8
135246861512624,2022-10-16,InApp,Games,Native,PG-17,199,20.76
135246861512672,2022-04-08,InApp,Games,Native,PG-13,,
135246861512720,2022-08-01,InApp,Productivity,Native,PG-13,105,10.13
135246861512768,2022-08-20,InApp,Productivity,Native,PG-13,125,18.74
135246861512816,2022-06-07,InApp,Games,Native,PG-13,180,16.2
135246861512864,2022-10-31,InApp,Productivity,Native,PG-17,194,13.05
135246861512912,2022-10-08,Banner,Games,non-Native,PG-13,,
135246861512960,2022-11-11,InApp,Productivity,Native,PG-13,127,16.55
135246861513008,2022-10-10,InApp,Games,Native,PG-13,118,18.77
135246861513056,,Banner,Productivity,non-Native,,165,22.56
135246861513104,2022-10-20,InApp,Games,Native,PG-17,103,12.26
135246861513152,2022-11-20,Interstitial,Games,non-Native,PG-13,198,14.22
135246861513200,2022-10-22,InApp,Productivity,Native,PG-13,127,20.99
135246861513248,2022-12-03,InApp,Games,Native,R,104,23.64
135246861513296,,InApp,Games,Native,PG-17,186,14.38
135246861513344,2022-11-10,InApp,Productivity,Native,PG-17,124,18.34
135246861513392,,InApp,Games,Native,PG-17,107,21.99
135246861513440,2022-11-29,Banner,Productivity,non-Native,PG-17,147,19.42
135246861513488,2022-05-13,Banner,Productivity,non-Native,PG-17,260,18.01
135246861513536,2022-08-08,Banner,Games,non-Native,R,106,10.19
135246861513584,2022-10-16,InApp,Games,Native,PG-13,112,14.94
135246861513632,2022-07-05,InApp,Games,Native,PG-13,141,14.95
135246861513680,2022-12-12,InApp,Games,Native,PG-13,,
135246861513728,2022-11-28,Banner,Games,non-Native,PG-17,162,16.24
135246861513776,2022-12-13,InApp,Productivity,Native,PG-13,146,15.8
135246861513824,2022-05-06,Banner,Games,non-Native,R,229,14.98
135246861513872,2022-12-15,InApp,Games,Native,PG-13,161,12.05
135246861513920,2022-10-21,InApp,Games,Native,PG-17,209,15.57
135246861513968,2022-12-23,Banner,Games,non-Native,PG-13,117,12.78
135246861514016,2022-12-20,InApp,Games,Native,PG-17,108,18.11
135246861514064,2022-07-27,InApp,Games,Native,PG-13,168,10.31
135246861514112,2022-12-20,Banner,Games,non-Native,PG-13,150,16.63
135246861514160,2022-09-19,Banner,Games,non-Native,PG-13,151,15.25
135246861514208,2022-12-20,InApp,Games,Native,PG-17,108,11.87
135246861514256,,Banner,Games,non-Native,PG-17,119,18.23
135246861514304,2022-10-04,InApp,Games,Native,PG-13,124,13.78
135246861514352,2022-05-14,InApp,Games,Native,PG-13,204,14.62
135246861514400,2022-07-10,InApp,Productivity,Native,PG-13,150,17.12
135246861514448,,Banner,Games,non-Native,PG-17,117,15.37
135246861514496,2022-09-18,InApp,Games,Native,PG-13,134,16.88
135246861514544,2022-08-20,InApp,Games,Native,PG-13,,
135246861514592,2022-11-13,Interstitial,Games,non-Native,PG-13,180,13.31
135246861514640,2022-11-16,Banner,Games,non-Native,PG-13,208,22.19
135246861514736,2022-12-13,Interstitial,Games,non-Native,PG-17,170,19.15
135246861514688,2022-06-14,Banner,Games,non-Native,PG-13,165,17.87
135246861514784,2022-07-12,InApp,Games,Native,PG-13,136,19.2
135246861514832,2022-09-10,Banner,Games,non-Native,PG-13,170,16.11
135246861514880,2022-11-14,InApp,Games,Native,PG-13,172,14.33
135246861514928,2022-11-14,InApp,Games,Native,PG-17,149,17.18
135246861514976,2022-04-01,InApp,Games,Native,PG-17,193,20.19
135246861515024,2022-11-08,InApp,Games,Native,PG-13,118,14.27
135246861515072,2022-09-24,InApp,Games,Native,PG-17,,
135246861515120,2022-11-17,InApp,Games,Native,PG-13,199,20.66
135246861515168,2022-12-12,Banner,Productivity,non-Native,PG-17,129,10.75
135246861515216,2022-12-08,Interstitial,Games,non-Native,PG-13,118,17.72
135246861515264,2022-10-01,Banner,Games,non-Native,PG-13,118,24.19
135246861515312,2022-12-20,Banner,Games,non-Native,PG-13,156,17.65
135246861515360,2022-12-17,Banner,Games,non-Native,PG-17,120,10.54
135246861515408,2022-07-24,Banner,Games,non-Native,PG-13,122,20.65
135246861515504,2022-11-15,Banner,Games,non-Native,PG-13,110,17.05
135246861515552,2022-12-29,InApp,Games,Native,PG-17,104,12.93
135246861515600,2022-06-27,InApp,Games,Native,PG-17,110,14.89
135246861515696,2022-07-25,Banner,Games,non-Native,PG-17,140,15.31
135246861516128,2022-11-19,InApp,Games,Native,PG-17,143,9.63
135246861516080,2022-11-16,Banner,Games,non-Native,PG-17,189,11.19
135246861516032,2022-01-01,InApp,Productivity,Native,PG-17,104,10.07
135246861515984,,InApp,Games,Native,PG-13,187,10.76
135246861516224,2022-05-10,InApp,Productivity,Native,PG-13,151,18.99
135246861515936,2022-12-29,InApp,Games,Native,PG-17,103,15.33
135246861516176,2022-10-15,Banner,Productivity,non-Native,PG-13,174,17.49
135246861515888,2022-09-11,InApp,Productivity,Native,PG-17,178,19.01
135246861515792,2022-12-20,InApp,Games,Native,PG-17,,
135246861515840,2022-11-15,Banner,Games,non-Native,PG-13,189,20.91
135246861516608,2022-12-03,InApp,Games,Native,PG-17,100,19.53
135246861516752,2022-09-15,InApp,Games,Native,PG-13,114,16.33
135246861516704,2022-09-24,Banner,Games,non-Native,PG-17,,
135246861516656,2023-01-01,InApp,Games,Native,PG-13,189,19.49
135246862679776,2022-12-12,Banner,Games,non-Native,PG-13,140,9.52
135246862663744,2022-09-21,Banner,Games,non-Native,PG-13,134,18.09
135246862663792,2022-11-17,InApp,Games,Native,PG-13,195,14.72
135246862663840,2022-11-08,Banner,Games,non-Native,PG-13,156,19.85
135246862663888,2022-12-24,Banner,Games,non-Native,PG-13,101,21.88
135246862663936,2022-12-25,Banner,Games,non-Native,PG-17,115,20.85
135246862663984,2022-12-04,Interstitial,Games,non-Native,PG-13,153,19.6
135246862664032,2022-11-22,Banner,Games,non-Native,PG-17,190,17.39
135246862664080,2022-10-14,Banner,Games,non-Native,PG-13,102,22.31
135246862664128,2022-09-20,InApp,Games,Native,PG-13,104,16.78
135246862664176,2022-06-01,InApp,Games,Native,PG-13,126,15.01
135246862664224,2022-10-26,InApp,Games,Native,PG-17,126,19.67
135246862664272,,Banner,Games,non-Native,PG-13,189,9.3
135246862664320,2022-09-10,Banner,Productivity,non-Native,PG-13,145,15.98
135246862664368,2022-12-20,Banner,Productivity,non-Native,PG-17,134,17.43
135246862664416,2022-12-28,Banner,Games,non-Native,PG-13,175,11.41
135246862664464,2022-12-08,Banner,Games,non-Native,PG-13,107,18.39
135246862664512,2022-11-10,InApp,Health,Native,PG-17,116,11.14
135246862664560,2022-12-15,InApp,Games,Native,PG-17,,
135246862664608,2022-10-28,InApp,Games,Native,PG-17,,
135246862664656,2022-09-11,Banner,Games,non-Native,PG-17,129,14.11
135246862664704,,InApp,Productivity,Native,PG-17,128,24.51
135246862664752,2022-12-04,Banner,Games,non-Native,,105,20.13
135246862664800,2022-11-07,InApp,Games,Native,PG-17,104,15.62
135246862664848,2022-05-26,InApp,Games,Native,PG-17,257,14.0
135246862664896,2022-10-07,Banner,Games,non-Native,PG-13,134,19.28
135246862664944,2022-03-20,InApp,Games,Native,PG-13,115,20.73
135246862664992,2022-09-08,InApp,Games,Native,PG-13,117,16.41
135246862665040,,InApp,Games,Native,PG-13,141,18.96
135246862665088,2022-12-17,Banner,Games,non-Native,PG-13,219,18.58
135246862665136,2022-08-14,InApp,Games,Native,PG-13,141,10.58
135246862665184,2022-09-10,Interstitial,Games,non-Native,PG-17,210,16.46
135246862665232,2022-06-28,InApp,Games,Native,PG-17,111,12.51
135246862665280,2022-07-11,InApp,Games,Native,PG-17,156,19.66
135246862665328,2022-12-12,Banner,Games,non-Native,PG-13,126,12.87
135246862665376,2022-11-10,InApp,Games,Native,PG-13,144,9.68
135246862665424,2022-11-03,InApp,Games,Native,PG-17,201,22.11
135246862665472,2022-11-05,Banner,Productivity,non-Native,PG-13,134,21.34
135246862665520,2022-07-31,InApp,Games,Native,PG-13,256,15.62
135246862665568,2022-10-09,Banner,Games,non-Native,PG-13,190,19.39
135246862665616,2022-09-22,InApp,Games,Native,PG-17,140,19.51
135246862665664,2022-08-24,InApp,Games,Native,PG-17,252,17.41
135246862665712,2022-11-11,Banner,Productivity,non-Native,PG-17,112,23.06
135246862665760,2022-07-08,Banner,Games,non-Native,PG-13,173,11.6
135246862665808,,InApp,Games,Native,PG-13,137,18.43
135246862665856,2022-04-14,InApp,Games,Native,PG-17,194,14.02
135246862665904,2022-11-27,Interstitial,Games,non-Native,PG-13,133,20.43
135246862665952,2022-11-10,Banner,Productivity,non-Native,PG-17,,
135246862666000,2022-12-14,Banner,Games,non-Native,PG-13,116,14.71
135246862666048,2022-05-08,InApp,Games,Native,PG-17,128,9.45
135246862666096,2022-11-21,Banner,Productivity,non-Native,PG-17,,
135246862666144,2022-06-04,Banner,Productivity,non-Native,PG-17,156,13.27
135246862666192,2022-08-06,InApp,Games,Native,PG-13,189,22.53
135246862666240,2022-10-28,Interstitial,Productivity,non-Native,PG-13,175,14.29
135246862666288,2022-06-16,Banner,Games,non-Native,PG-17,114,13.82
135246862666336,2022-11-25,InApp,Productivity,Native,PG-13,185,15.86
135246862666384,2022-08-22,Banner,Games,non-Native,PG-13,101,9.27
135246862666432,2022-12-05,InApp,Productivity,Native,PG-13,263,10.0
135246862666480,2022-05-21,Banner,Games,non-Native,PG-13,140,17.28
135246862666528,2022-12-06,Banner,Productivity,non-Native,PG-13,,
135246862666576,2022-08-16,InApp,Productivity,Native,PG-17,102,18.52
135246862666624,2022-07-16,Banner,Games,non-Native,PG-13,211,16.08
135246862666672,,InApp,Games,Native,PG-17,100,16.5
135246862666720,2022-09-02,Banner,Productivity,non-Native,PG-17,280,15.69
135246862666768,,Banner,Games,non-Native,PG-13,167,12.11
135246862666816,2022-12-17,InApp,Games,Native,PG-17,190,21.7
135246862666864,2022-06-02,Banner,Games,non-Native,PG-13,108,23.6
135246862666912,2022-09-02,InApp,Games,Native,PG-17,202,18.21
135246862666960,2022-07-17,InApp,Games,Native,PG-13,107,13.49
135246862667008,2022-09-24,Banner,Games,non-Native,PG-17,,
135246862667056,2022-12-10,Banner,Games,non-Native,PG-13,248,16.09
135246862667104,2022-11-30,InApp,Games,Native,PG-17,109,9.1
135246862667152,,InApp,Games,Native,PG-17,131,14.45
135246862667200,2022-11-01,Interstitial,Games,non-Native,PG-17,133,14.38
135246862667248,2022-11-09,InApp,Games,Native,PG-13,113,18.12
135246862667296,2022-12-20,InApp,Games,Native,PG-17,195,19.51
135246862667344,2022-11-24,InApp,Games,Native,PG-13,,
135246862667392,2022-12-25,InApp,Productivity,Native,PG-17,164,14.44
135246862667440,2022-11-24,Banner,Games,non-Native,PG-17,135,15.37
